259,"2019-12-01 00:15:33.8960","2019-12-01 00:19:53.1620",3159,"W 67 St & Broadway",40.77492513,-73.98266566,3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,34140,"Subscriber",1977,1
180,"2019-12-01 00:15:44.0310","2019-12-01 00:18:44.9610",3374,"Central Park North & Adam Clayton Powell Blvd",40.799484,-73.955613,3400,"E 110 St & Madison Ave",40.7961535,-73.94782145,31656,"Subscriber",1984,1
266,"2019-12-01 00:15:47.4470","2019-12-01 00:20:13.4560",438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,39222,"Subscriber",1991,2
384,"2019-12-01 00:16:01.1580","2019-12-01 00:22:25.2560",307,"Canal St & Rutgers St",40.71427487,-73.98990025,312,"Allen St & Stanton St",40.722055,-73.989111,32301,"Subscriber",1989,1
142,"2019-12-01 00:16:09.4810","2019-12-01 00:18:32.2410",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3725,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038,14773,"Subscriber",1988,1
2367,"2019-12-01 00:16:40.0570","2019-12-01 00:56:07.3060",3812,"University Pl & E 14 St",40.734814,-73.992085,3256,"Pier 40 - Hudson River Park",40.7277140777778,-74.01129573583603,38300,"Subscriber",1976,2
718,"2019-12-01 00:16:46.5020","2019-12-01 00:28:45.2930",3366,"West End Ave & W 107 St",40.8021174,-73.9681805305,3496,"1 Ave & E 110 St",40.7923272,-73.9383,31040,"Customer",1997,2
1007,"2019-12-01 00:16:49.9210","2019-12-01 00:33:37.3880",312,"Allen St & Stanton St",40.722055,-73.989111,539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,41117,"Subscriber",1993,1
718,"2019-12-01 00:17:02.6780","2019-12-01 00:29:01.0110",442,"W 27 St & 7 Ave",40.746647,-73.993915,519,"Pershing Square North",40.751873,-73.977706,16652,"Customer",2000,1
965,"2019-12-01 00:17:10.9280","2019-12-01 00:33:16.2120",467,"Dean St & 4 Ave",40.68312489,-73.97895137,3676,"Van Brunt St & Van Dyke St",40.6758329439129,-74.01472628116608,39697,"Subscriber",1969,2
704,"2019-12-01 00:17:14.1740","2019-12-01 00:28:58.2370",442,"W 27 St & 7 Ave",40.746647,-73.993915,519,"Pershing Square North",40.751873,-73.977706,29813,"Customer",2000,1
176,"2019-12-01 00:17:16.1900","2019-12-01 00:20:13.0790",3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,472,"E 32 St & Park Ave",40.7457121,-73.98194829,39453,"Subscriber",1991,1
2115,"2019-12-01 00:17:18.1190","2019-12-01 00:52:34.0970",3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,417,"Barclay St & Church St",40.71291224,-74.01020234,30562,"Subscriber",1990,1
445,"2019-12-01 00:18:00.3370","2019-12-01 00:25:26.0750",3256,"Pier 40 - Hudson River Park",40.7277140777778,-74.01129573583603,3746,"6 Ave & Broome St",40.724308321602166,-74.00473035871983,16529,"Subscriber",1979,1
367,"2019-12-01 00:18:00.6180","2019-12-01 00:24:08.5070",3429,"Hanson Pl & Ashland Pl",40.68506807308177,-73.97790759801863,3368,"5 Ave & 3 St",40.6728155,-73.98352355,35241,"Subscriber",1977,1
536,"2019-12-01 00:18:08.9660","2019-12-01 00:27:05.6100",3338,"2 Ave & E 99 St",40.7862586,-73.94552579,3509,"Lenox Ave & W 115 St",40.8011939,-73.9500739,41998,"Subscriber",1970,1
477,"2019-12-01 00:18:26.4480","2019-12-01 00:26:23.4640",3443,"W 52 St & 6 Ave",40.76132983124814,-73.97982001304626,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,28915,"Subscriber",1979,1
1361,"2019-12-01 00:18:28.6280","2019-12-01 00:41:10.2850",3061,"Throop Ave & Myrtle Ave",40.69622937,-73.94371094,3061,"Throop Ave & Myrtle Ave",40.69622937,-73.94371094,39114,"Subscriber",1984,1
1602,"2019-12-01 00:18:34.8340","2019-12-01 00:45:17.4500",440,"E 45 St & 3 Ave",40.75255434,-73.97282625,472,"E 32 St & Park Ave",40.7457121,-73.98194829,35104,"Subscriber",1991,1
398,"2019-12-01 00:18:41.3740","2019-12-01 00:25:19.8290",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,3737,"Stanton St & Norfolk St",40.720747,-73.986274,27042,"Subscriber",1983,1
